,model,AMFR_HUMAN_Tsuboyama_2023_4G3O,BBC1_YEAST_Tsuboyama_2023_1TG0,BCHB_CHLTE_Tsuboyama_2023_2KRU,CATR_CHLRE_Tsuboyama_2023_2AMI,CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBX4_HUMAN_Tsuboyama_2023_2K28,CSN4_MOUSE_Tsuboyama_2023_1UFM,CUE1_YEAST_Tsuboyama_2023_2MYX,DNJA1_HUMAN_Tsuboyama_2023_2LO1,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,EPHB2_HUMAN_Tsuboyama_2023_1F0M,FECA_ECOLI_Tsuboyama_2023_2D1U,HECD1_HUMAN_Tsuboyama_2023_3DKM,ISDH_STAAW_Tsuboyama_2023_2LHR,MAFG_MOUSE_Tsuboyama_2023_1K1V,MBD11_ARATH_Tsuboyama_2023_6ACV,MYO3_YEAST_Tsuboyama_2023_2BTT,NKX31_HUMAN_Tsuboyama_2023_2L9R,NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSG_MYCTU_Tsuboyama_2023_2MI6,OBSCN_HUMAN_Tsuboyama_2023_1V1C,ODP2_GEOSE_Tsuboyama_2023_1W4G,PIN1_HUMAN_Tsuboyama_2023_1I6C,PITX2_HUMAN_Tsuboyama_2023_2L7M,POLG_PESV_Tsuboyama_2023_2MXD,PR40A_HUMAN_Tsuboyama_2023_1UZC,PSAE_SYNP2_Tsuboyama_2023_1PSE,RAD_ANTMA_Tsuboyama_2023_2CJJ,RBP1_HUMAN_Tsuboyama_2023_2KWH,RCD1_ARATH_Tsuboyama_2023_5OAO,RCRO_LAMBD_Tsuboyama_2023_1ORC,RD23A_HUMAN_Tsuboyama_2023_1IFY,RFAH_ECOLI_Tsuboyama_2023_2LCL,RL20_AQUAE_Tsuboyama_2023_1GYZ,RPC1_BP434_Tsuboyama_2023_1R69,SAV1_MOUSE_Tsuboyama_2023_2YSB,SDA_BACSU_Tsuboyama_2023_1PV0,SPA_STAAU_Tsuboyama_2023_1LP1,SPG2_STRSG_Tsuboyama_2023_5UBS,SPTN1_CHICK_Tsuboyama_2023_1TUD,SR43C_ARATH_Tsuboyama_2023_2N88,SRBS1_HUMAN_Tsuboyama_2023_2O2W,TCRG1_MOUSE_Tsuboyama_2023_1E0L,THO1_YEAST_Tsuboyama_2023_2WQG,TNKS2_HUMAN_Tsuboyama_2023_5JRT,UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBR5_HUMAN_Tsuboyama_2023_1I2T,VILI_CHICK_Tsuboyama_2023_1YU5,YAIA_ECOLI_Tsuboyama_2023_2KVT,YNZC_BACSU_Tsuboyama_2023_2JVD,AMFR_HUMAN_Tsuboyama_2023_4G3O_epistatic,AMFR_HUMAN_Tsuboyama_2023_4G3O_all,BBC1_YEAST_Tsuboyama_2023_1TG0_epistatic,BBC1_YEAST_Tsuboyama_2023_1TG0_all,BCHB_CHLTE_Tsuboyama_2023_2KRU_epistatic,BCHB_CHLTE_Tsuboyama_2023_2KRU_all,CATR_CHLRE_Tsuboyama_2023_2AMI_epistatic,CATR_CHLRE_Tsuboyama_2023_2AMI_all,CBPA2_HUMAN_Tsuboyama_2023_1O6X_epistatic,CBPA2_HUMAN_Tsuboyama_2023_1O6X_all,CBX4_HUMAN_Tsuboyama_2023_2K28_epistatic,CBX4_HUMAN_Tsuboyama_2023_2K28_all,CSN4_MOUSE_Tsuboyama_2023_1UFM_epistatic,CSN4_MOUSE_Tsuboyama_2023_1UFM_all,CUE1_YEAST_Tsuboyama_2023_2MYX_epistatic,CUE1_YEAST_Tsuboyama_2023_2MYX_all,DNJA1_HUMAN_Tsuboyama_2023_2LO1_epistatic,DNJA1_HUMAN_Tsuboyama_2023_2LO1_all,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_epistatic,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_all,EPHB2_HUMAN_Tsuboyama_2023_1F0M_epistatic,EPHB2_HUMAN_Tsuboyama_2023_1F0M_all,FECA_ECOLI_Tsuboyama_2023_2D1U_epistatic,FECA_ECOLI_Tsuboyama_2023_2D1U_all,HECD1_HUMAN_Tsuboyama_2023_3DKM_epistatic,HECD1_HUMAN_Tsuboyama_2023_3DKM_all,ISDH_STAAW_Tsuboyama_2023_2LHR_epistatic,ISDH_STAAW_Tsuboyama_2023_2LHR_all,MAFG_MOUSE_Tsuboyama_2023_1K1V_epistatic,MAFG_MOUSE_Tsuboyama_2023_1K1V_all,MBD11_ARATH_Tsuboyama_2023_6ACV_epistatic,MBD11_ARATH_Tsuboyama_2023_6ACV_all,MYO3_YEAST_Tsuboyama_2023_2BTT_epistatic,MYO3_YEAST_Tsuboyama_2023_2BTT_all,NKX31_HUMAN_Tsuboyama_2023_2L9R_epistatic,NKX31_HUMAN_Tsuboyama_2023_2L9R_all,NUSA_ECOLI_Tsuboyama_2023_1WCL_epistatic,NUSA_ECOLI_Tsuboyama_2023_1WCL_all,NUSG_MYCTU_Tsuboyama_2023_2MI6_epistatic,NUSG_MYCTU_Tsuboyama_2023_2MI6_all,OBSCN_HUMAN_Tsuboyama_2023_1V1C_epistatic,OBSCN_HUMAN_Tsuboyama_2023_1V1C_all,ODP2_GEOSE_Tsuboyama_2023_1W4G_epistatic,ODP2_GEOSE_Tsuboyama_2023_1W4G_all,PIN1_HUMAN_Tsuboyama_2023_1I6C_epistatic,PIN1_HUMAN_Tsuboyama_2023_1I6C_all,PITX2_HUMAN_Tsuboyama_2023_2L7M_epistatic,PITX2_HUMAN_Tsuboyama_2023_2L7M_all,POLG_PESV_Tsuboyama_2023_2MXD_epistatic,POLG_PESV_Tsuboyama_2023_2MXD_all,PR40A_HUMAN_Tsuboyama_2023_1UZC_epistatic,PR40A_HUMAN_Tsuboyama_2023_1UZC_all,RAD_ANTMA_Tsuboyama_2023_2CJJ_epistatic,RAD_ANTMA_Tsuboyama_2023_2CJJ_all,RBP1_HUMAN_Tsuboyama_2023_2KWH_epistatic,RBP1_HUMAN_Tsuboyama_2023_2KWH_all,RCD1_ARATH_Tsuboyama_2023_5OAO_epistatic,RCD1_ARATH_Tsuboyama_2023_5OAO_all,RCRO_LAMBD_Tsuboyama_2023_1ORC_epistatic,RCRO_LAMBD_Tsuboyama_2023_1ORC_all,RD23A_HUMAN_Tsuboyama_2023_1IFY_epistatic,RD23A_HUMAN_Tsuboyama_2023_1IFY_all,RFAH_ECOLI_Tsuboyama_2023_2LCL_epistatic,RFAH_ECOLI_Tsuboyama_2023_2LCL_all,RL20_AQUAE_Tsuboyama_2023_1GYZ_epistatic,RL20_AQUAE_Tsuboyama_2023_1GYZ_all,RPC1_BP434_Tsuboyama_2023_1R69_epistatic,RPC1_BP434_Tsuboyama_2023_1R69_all,SAV1_MOUSE_Tsuboyama_2023_2YSB_epistatic,SAV1_MOUSE_Tsuboyama_2023_2YSB_all,SDA_BACSU_Tsuboyama_2023_1PV0_epistatic,SDA_BACSU_Tsuboyama_2023_1PV0_all,SPA_STAAU_Tsuboyama_2023_1LP1_epistatic,SPA_STAAU_Tsuboyama_2023_1LP1_all,SPG2_STRSG_Tsuboyama_2023_5UBS_epistatic,SPG2_STRSG_Tsuboyama_2023_5UBS_all,SPTN1_CHICK_Tsuboyama_2023_1TUD_epistatic,SPTN1_CHICK_Tsuboyama_2023_1TUD_all,SR43C_ARATH_Tsuboyama_2023_2N88_epistatic,SR43C_ARATH_Tsuboyama_2023_2N88_all,SRBS1_HUMAN_Tsuboyama_2023_2O2W_epistatic,SRBS1_HUMAN_Tsuboyama_2023_2O2W_all,TCRG1_MOUSE_Tsuboyama_2023_1E0L_epistatic,TCRG1_MOUSE_Tsuboyama_2023_1E0L_all,THO1_YEAST_Tsuboyama_2023_2WQG_epistatic,THO1_YEAST_Tsuboyama_2023_2WQG_all,TNKS2_HUMAN_Tsuboyama_2023_5JRT_epistatic,TNKS2_HUMAN_Tsuboyama_2023_5JRT_all,UBE4B_HUMAN_Tsuboyama_2023_3L1X_epistatic,UBE4B_HUMAN_Tsuboyama_2023_3L1X_all,UBR5_HUMAN_Tsuboyama_2023_1I2T_epistatic,UBR5_HUMAN_Tsuboyama_2023_1I2T_all,VILI_CHICK_Tsuboyama_2023_1YU5_epistatic,VILI_CHICK_Tsuboyama_2023_1YU5_all,YAIA_ECOLI_Tsuboyama_2023_2KVT_epistatic,YAIA_ECOLI_Tsuboyama_2023_2KVT_all,YNZC_BACSU_Tsuboyama_2023_2JVD_epistatic,YNZC_BACSU_Tsuboyama_2023_2JVD_all
68,RITA_small_RITA_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,-0.14,-0.14,-0.13,-0.13,0.54,0.55,-0.22,-0.19,0.30,0.31,0.34,0.34,0.10,0.12,0.38,0.40,0.08,0.06,-0.04,-0.06,-0.03,-0.04,-0.28,-0.27,0.24,0.30,0.23,0.22,-0.12,-0.08,0.30,0.30,0.06,0.04,0.33,0.33,0.09,0.08,0.46,0.51,-0.06,0.03,0.01,0.17,0.05,0.10,0.03,0.04,-0.14,-0.13,0.45,0.30,0.35,0.34,-0.38,-0.33,-0.15,-0.15,0.20,0.20,-0.23,-0.22,0.39,0.39,0.57,0.54,0.14,0.08,-0.23,-0.23,-0.22,-0.21,-0.42,-0.37,0.43,0.47,-0.11,-0.06,0.19,0.23,-0.04,-0.02,0.17,0.09,-0.40,-0.40,-0.02,-0.06,0.30,0.31,0.11,0.12,0.01,0.02,0.11,0.15
69,RITA_xlarge_RITA_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,-0.56,-0.17,-0.14,0.20,0.21,0.56,0.58,0.25,0.27,0.24,0.27,0.27,0.27,0.05,0.07,0.54,0.56,0.07,0.07,-0.01,-0.03,0.11,0.09,-0.06,-0.09,-0.24,-0.20,-0.10,-0.09,0.22,0.24,0.21,0.20,0.16,0.14,0.37,0.37,0.28,0.28,0.49,0.54,-0.16,-0.05,0.23,0.33,-0.16,-0.08,0.10,0.13,0.33,0.32,0.54,0.27,0.28,0.28,-0.38,-0.31,-0.32,-0.32,0.23,0.23,-0.37,-0.40,0.55,0.55,0.44,0.46,-0.08,-0.03,-0.20,-0.19,-0.03,-0.03,-0.39,-0.34,0.44,0.50,0.28,0.26,0.12,0.16,0.35,0.34,0.24,0.11,-0.71,-0.71,0.14,0.11,0.34,0.35,0.10,0.16,-0.07,-0.04,0.22,0.21
70,SaProt_SaProt_35M_AF2_SaProt_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.28,0.29,0.29,0.01,0.03,0.68,0.67,0.59,0.59,0.50,0.51,0.60,0.60,0.42,0.46,0.45,0.46,0.29,0.30,0.40,0.38,0.48,0.45,0.07,0.08,0.33,0.41,0.22,0.21,0.48,0.46,0.40,0.39,0.14,0.12,0.54,0.54,0.44,0.43,0.60,0.64,-0.00,0.09,0.38,0.48,0.29,0.29,0.65,0.67,0.69,0.67,0.42,0.25,0.23,0.22,-0.41,-0.40,0.57,0.57,0.45,0.45,-0.01,-0.07,0.78,0.78,0.57,0.57,0.32,0.44,0.17,0.19,0.12,0.13,-0.13,-0.03,0.32,0.36,0.49,0.50,0.49,0.55,0.66,0.63,0.20,0.18,0.32,0.32,0.15,0.14,0.40,0.41,0.68,0.73,0.60,0.62,0.48,0.52
71,SaProt_SaProt_650M_AF2_SaProt_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.03,0.08,0.15,0.37,0.38,0.54,0.55,0.40,0.42,0.31,0.31,0.32,0.32,0.36,0.45,0.38,0.36,0.35,0.39,0.34,0.33,0.47,0.42,0.06,0.09,0.46,0.52,0.24,0.24,0.67,0.64,0.54,0.53,0.13,0.12,0.53,0.53,0.27,0.26,0.67,0.71,0.12,0.21,0.39,0.44,0.03,0.07,0.58,0.60,0.31,0.34,0.59,0.47,0.21,0.20,-0.35,-0.29,0.22,0.22,0.37,0.37,-0.15,-0.21,0.60,0.60,0.24,0.28,0.17,0.35,0.20,0.22,0.23,0.25,-0.20,-0.12,0.45,0.51,0.59,0.61,0.14,0.21,0.66,0.63,-0.12,-0.10,-0.06,-0.06,0.28,0.29,0.60,0.60,0.15,0.23,0.38,0.43,0.28,0.25
72,TranceptEVE_TranceptEVE_L_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.05,-0.09,-0.03,0.37,0.37,0.32,0.36,0.34,0.37,0.44,0.46,0.17,0.17,0.20,0.31,0.39,0.40,0.34,0.35,0.08,0.06,0.34,0.29,0.00,0.00,0.16,0.19,0.25,0.23,0.34,0.33,0.28,0.26,0.18,0.15,0.55,0.55,0.32,0.32,0.55,0.60,-0.12,-0.01,0.42,0.49,0.25,0.27,0.28,0.27,0.35,0.33,0.58,0.38,-0.14,-0.14,-0.37,-0.33,0.46,0.46,0.38,0.38,-0.40,-0.44,0.63,0.63,0.52,0.54,0.10,0.17,-0.17,-0.16,0.23,0.24,-0.20,-0.12,0.46,0.53,0.40,0.41,0.29,0.35,0.60,0.56,-0.00,-0.03,0.13,0.13,0.29,0.29,0.40,0.40,-0.00,0.09,0.16,0.21,0.35,0.27
73,TranceptEVE_TranceptEVE_L_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,-0.09,-0.06,0.42,0.42,0.20,0.21,0.33,0.36,0.37,0.39,0.32,0.32,0.15,0.28,0.47,0.48,0.44,0.46,0.03,0.01,0.33,0.27,-0.01,0.01,0.11,0.14,0.35,0.33,0.41,0.39,0.26,0.24,0.12,0.10,0.48,0.48,0.27,0.27,0.58,0.63,-0.16,-0.06,0.39,0.47,0.22,0.21,0.28,0.27,0.40,0.38,0.63,0.46,-0.16,-0.16,-0.37,-0.30,0.28,0.28,0.50,0.50,-0.58,-0.54,0.51,0.51,0.54,0.56,0.10,0.14,-0.07,-0.07,0.25,0.25,-0.18,-0.08,0.48,0.55,0.46,0.45,0.24,0.29,0.57,0.53,-0.07,-0.08,-0.16,-0.16,0.15,0.15,0.29,0.30,0.02,0.12,0.10,0.14,0.34,0.27
74,TranceptEVE_TranceptEVE_L_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,-0.09,-0.05,0.41,0.41,0.27,0.30,0.34,0.37,0.41,0.43,0.26,0.26,0.17,0.30,0.42,0.44,0.39,0.41,0.05,0.03,0.34,0.28,-0.00,0.01,0.14,0.17,0.31,0.28,0.37,0.36,0.28,0.25,0.15,0.13,0.52,0.52,0.31,0.31,0.57,0.62,-0.13,-0.03,0.41,0.48,0.24,0.25,0.28,0.27,0.38,0.36,0.61,0.43,-0.15,-0.15,-0.38,-0.32,0.37,0.37,0.44,0.44,-0.53,-0.52,0.59,0.59,0.54,0.55,0.10,0.15,-0.14,-0.13,0.24,0.25,-0.19,-0.10,0.47,0.54,0.43,0.44,0.26,0.32,0.59,0.55,-0.04,-0.05,-0.01,-0.01,0.20,0.20,0.33,0.34,0.00,0.10,0.13,0.18,0.35,0.28
75,TranceptEVE_TranceptEVE_M_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,-0.07,-0.02,0.37,0.38,0.05,0.07,0.37,0.39,0.49,0.50,0.20,0.20,0.18,0.31,0.51,0.53,0.29,0.29,0.21,0.20,0.39,0.34,0.08,0.10,0.18,0.21,0.29,0.30,0.41,0.40,0.31,0.28,0.19,0.16,0.52,0.52,0.39,0.38,0.56,0.61,-0.11,-0.01,0.43,0.48,0.17,0.17,0.29,0.28,0.36,0.34,0.63,0.41,-0.09,-0.09,-0.35,-0.33,0.21,0.21,0.49,0.49,-0.34,-0.35,0.62,0.62,0.53,0.53,0.11,0.14,0.26,0.28,0.25,0.25,-0.21,-0.11,0.49,0.56,0.40,0.40,0.22,0.28,0.58,0.54,0.01,-0.03,0.24,0.24,0.33,0.35,0.39,0.38,0.05,0.12,0.19,0.24,0.37,0.31
76,TranceptEVE_TranceptEVE_M_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.14,-0.13,-0.09,0.40,0.40,0.31,0.33,0.34,0.37,0.28,0.34,0.22,0.22,0.16,0.29,0.49,0.50,0.44,0.45,0.06,0.04,0.35,0.29,-0.11,-0.11,-0.02,0.02,0.30,0.29,0.32,0.32,0.29,0.28,0.17,0.15,0.48,0.48,0.30,0.30,0.58,0.63,-0.14,-0.04,0.39,0.48,0.25,0.24,0.31,0.29,0.35,0.34,0.63,0.40,-0.11,-0.11,-0.36,-0.29,0.31,0.31,0.54,0.54,-0.51,-0.56,0.59,0.59,0.45,0.48,0.11,0.13,0.26,0.28,0.26,0.27,-0.26,-0.20,0.48,0.56,0.50,0.50,0.28,0.32,0.60,0.56,-0.09,-0.12,0.09,0.09,0.29,0.29,0.39,0.40,0.03,0.14,0.23,0.26,0.32,0.24
77,TranceptEVE_TranceptEVE_M_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.15,-0.10,-0.06,0.39,0.39,0.18,0.20,0.36,0.38,0.39,0.43,0.21,0.21,0.17,0.30,0.50,0.52,0.36,0.37,0.10,0.08,0.37,0.32,-0.03,-0.02,0.08,0.12,0.29,0.30,0.38,0.37,0.30,0.29,0.18,0.15,0.51,0.51,0.36,0.35,0.57,0.62,-0.11,-0.01,0.41,0.49,0.23,0.22,0.30,0.29,0.37,0.35,0.63,0.38,-0.10,-0.10,-0.36,-0.31,0.27,0.27,0.53,0.53,-0.46,-0.51,0.61,0.61,0.50,0.51,0.11,0.14,0.26,0.28,0.26,0.26,-0.24,-0.16,0.49,0.56,0.44,0.45,0.25,0.30,0.59,0.55,-0.05,-0.08,0.16,0.16,0.32,0.32,0.40,0.40,0.04,0.13,0.21,0.25,0.35,0.28
78,TranceptEVE_TranceptEVE_S_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.17,-0.02,0.03,0.37,0.38,0.17,0.19,0.43,0.45,0.31,0.32,0.16,0.16,0.16,0.29,0.41,0.42,0.14,0.15,0.22,0.21,0.38,0.32,-0.09,-0.07,0.17,0.21,0.30,0.29,0.35,0.34,0.24,0.21,0.17,0.15,0.52,0.52,0.32,0.32,0.57,0.62,-0.09,0.01,0.39,0.50,0.36,0.34,0.27,0.25,0.34,0.34,0.65,0.42,-0.21,-0.21,-0.41,-0.38,0.18,0.18,0.53,0.53,-0.32,-0.37,0.51,0.51,0.53,0.52,0.02,0.05,0.28,0.29,0.25,0.25,-0.01,0.07,0.49,0.56,0.37,0.39,0.17,0.24,0.60,0.55,-0.02,-0.01,0.32,0.32,0.31,0.31,0.48,0.48,0.03,0.07,0.27,0.31,0.45,0.41
79,TranceptEVE_TranceptEVE_S_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.14,-0.07,-0.03,0.35,0.35,0.27,0.29,0.38,0.41,0.33,0.37,0.10,0.10,0.14,0.26,0.45,0.45,0.46,0.49,0.08,0.06,0.35,0.29,-0.04,-0.03,0.16,0.19,0.35,0.35,0.42,0.40,0.38,0.38,0.15,0.13,0.49,0.49,0.30,0.29,0.53,0.59,-0.15,-0.04,0.45,0.53,0.33,0.31,0.29,0.28,0.36,0.34,0.67,0.48,-0.09,-0.09,-0.38,-0.33,0.15,0.15,0.45,0.45,-0.48,-0.52,0.49,0.49,0.55,0.57,0.05,0.11,0.25,0.26,0.26,0.26,-0.26,-0.20,0.48,0.54,0.49,0.50,0.24,0.28,0.59,0.56,-0.11,-0.09,-0.01,-0.01,0.31,0.30,0.40,0.40,-0.04,0.01,0.26,0.29,0.43,0.38
80,TranceptEVE_TranceptEVE_S_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.16,-0.05,-0.01,0.36,0.37,0.21,0.24,0.41,0.43,0.35,0.36,0.13,0.13,0.15,0.27,0.43,0.44,0.34,0.36,0.12,0.10,0.37,0.31,-0.07,-0.05,0.16,0.20,0.32,0.32,0.39,0.38,0.31,0.30,0.16,0.14,0.51,0.51,0.31,0.31,0.55,0.60,-0.11,-0.01,0.43,0.51,0.35,0.33,0.28,0.27,0.35,0.34,0.67,0.46,-0.15,-0.15,-0.39,-0.35,0.16,0.16,0.50,0.50,-0.41,-0.47,0.50,0.50,0.55,0.56,0.04,0.08,0.26,0.28,0.25,0.26,-0.15,-0.08,0.49,0.56,0.43,0.45,0.20,0.26,0.60,0.56,-0.08,-0.06,0.16,0.16,0.31,0.31,0.44,0.45,0.00,0.04,0.27,0.31,0.45,0.40
81,Tranception_Tranception_L_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.10,-0.07,-0.04,0.35,0.36,0.50,0.53,0.37,0.40,0.24,0.28,0.24,0.24,0.16,0.28,0.47,0.49,0.18,0.19,0.13,0.13,0.23,0.18,0.02,0.01,0.16,0.20,0.08,0.07,0.26,0.24,0.17,0.14,0.22,0.19,0.56,0.56,0.29,0.28,0.44,0.50,-0.12,-0.02,0.40,0.46,0.11,0.18,0.26,0.27,0.27,0.26,0.13,0.17,-0.14,-0.14,-0.36,-0.33,0.53,0.53,0.32,0.32,-0.49,-0.54,0.66,0.66,0.60,0.59,0.05,0.20,-0.33,-0.32,0.08,0.10,-0.45,-0.38,0.45,0.50,0.45,0.45,0.34,0.39,0.59,0.55,-0.00,-0.06,0.04,0.04,0.14,0.15,0.36,0.36,0.04,0.15,0.16,0.19,0.32,0.25
82,Tranception_Tranception_L_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.08,-0.07,-0.07,0.37,0.38,0.48,0.49,0.33,0.36,0.20,0.23,0.42,0.42,0.14,0.26,0.59,0.61,0.34,0.36,0.04,0.02,0.29,0.23,0.04,0.03,0.14,0.18,0.23,0.21,0.27,0.25,0.17,0.14,0.16,0.14,0.51,0.51,0.04,0.04,0.53,0.59,-0.14,-0.04,0.35,0.40,0.14,0.15,0.29,0.30,0.39,0.37,0.51,0.39,-0.12,-0.13,-0.39,-0.33,0.35,0.35,0.35,0.35,-0.64,-0.58,0.56,0.56,0.57,0.57,0.03,0.12,-0.22,-0.21,0.09,0.11,-0.39,-0.29,0.41,0.48,0.45,0.43,0.13,0.19,0.55,0.51,0.06,0.01,-0.27,-0.27,0.00,0.01,0.27,0.27,-0.00,0.13,0.04,0.07,0.38,0.33
83,Tranception_Tranception_L_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.09,-0.08,-0.07,0.37,0.38,0.57,0.59,0.35,0.38,0.21,0.24,0.37,0.37,0.15,0.27,0.54,0.56,0.26,0.27,0.06,0.05,0.26,0.21,0.03,0.02,0.15,0.19,0.15,0.14,0.26,0.25,0.18,0.15,0.20,0.18,0.54,0.54,0.17,0.17,0.49,0.55,-0.12,-0.03,0.40,0.45,0.14,0.19,0.28,0.28,0.32,0.31,0.35,0.29,-0.13,-0.13,-0.38,-0.33,0.45,0.45,0.34,0.34,-0.65,-0.60,0.63,0.63,0.59,0.59,0.05,0.16,-0.30,-0.29,0.08,0.10,-0.42,-0.33,0.45,0.50,0.46,0.45,0.26,0.32,0.58,0.54,0.02,-0.03,-0.14,-0.14,0.03,0.04,0.29,0.30,0.01,0.14,0.09,0.13,0.35,0.29
84,Tranception_Tranception_L_reruns_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.10,-0.07,-0.04,0.35,0.36,0.50,0.53,0.37,0.40,0.24,0.28,0.24,0.24,0.16,0.28,0.47,0.49,0.18,0.19,0.13,0.13,0.23,0.18,0.02,0.01,0.16,0.20,0.08,0.07,0.26,0.24,0.17,0.14,0.22,0.19,0.56,0.56,0.29,0.28,0.44,0.50,-0.12,-0.02,0.40,0.46,0.11,0.18,0.27,0.28,0.27,0.26,0.13,0.17,-0.14,-0.14,-0.36,-0.33,0.53,0.53,0.32,0.32,-0.49,-0.54,0.66,0.66,0.58,0.57,0.05,0.20,-0.33,-0.32,0.08,0.10,-0.32,-0.29,0.45,0.50,0.45,0.45,0.34,0.39,0.59,0.55,-0.00,-0.06,0.04,0.04,0.14,0.15,0.36,0.36,0.04,0.15,0.16,0.19,0.32,0.25
85,Tranception_Tranception_L_reruns_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.08,-0.07,-0.07,0.37,0.38,0.48,0.49,0.33,0.36,0.20,0.23,0.42,0.42,0.14,0.26,0.59,0.61,0.34,0.36,0.04,0.02,0.29,0.23,0.04,0.03,0.14,0.18,0.23,0.21,0.27,0.25,0.17,0.14,0.16,0.14,0.51,0.51,0.04,0.04,0.53,0.59,-0.14,-0.04,0.35,0.40,0.14,0.15,0.30,0.31,0.39,0.37,0.51,0.39,-0.12,-0.13,-0.39,-0.33,0.35,0.35,0.35,0.35,-0.64,-0.58,0.56,0.56,0.55,0.55,0.03,0.12,-0.22,-0.21,0.09,0.11,-0.25,-0.17,0.41,0.48,0.45,0.43,0.13,0.19,0.55,0.51,0.06,0.01,-0.27,-0.27,0.00,0.01,0.27,0.27,-0.00,0.13,0.04,0.07,0.38,0.33
86,Tranception_Tranception_L_reruns_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.09,-0.08,-0.07,0.37,0.38,0.57,0.59,0.35,0.38,0.21,0.24,0.37,0.37,0.15,0.27,0.54,0.56,0.26,0.27,0.06,0.05,0.26,0.21,0.03,0.02,0.15,0.19,0.15,0.14,0.26,0.25,0.18,0.15,0.20,0.18,0.54,0.54,0.17,0.17,0.49,0.55,-0.12,-0.03,0.40,0.45,0.14,0.19,0.29,0.30,0.32,0.31,0.35,0.29,-0.13,-0.13,-0.38,-0.33,0.45,0.45,0.34,0.34,-0.65,-0.60,0.63,0.63,0.57,0.56,0.05,0.16,-0.30,-0.29,0.08,0.10,-0.28,-0.22,0.45,0.50,0.46,0.45,0.26,0.32,0.58,0.54,0.02,-0.03,-0.14,-0.14,0.03,0.04,0.29,0.30,0.01,0.14,0.09,0.13,0.35,0.29
